Official Resources,,Magento Blog,https://magento.com/blog,"Get the latest news, tips and advice for maximizing your online store.",
Official Resources,,Magento Documentation and Resources,https://magento.com/technical-resourcesxxxxx,Everything you need to build and manage a customized Magento storefront,
Official Resources,,Magento 2 code repository,https://gitxxxxxxhub.com/magento/magento2,Official Magento 2 GitHub repository,
Official Resources,,Magento DevBlog,https://community.magento.com/t5/Magento-DevBlog/bg-p/devblog,The official Magento developers blog,
